category,meanRAX,sdRAX,minRAX,maxRAX,lenRAX,stepRAX,rmsRAX,entropy1RAX,entrpy2RAX,fftRAX,meanRAY,sdRAY,minRAY,maxRAY,lenRAY,stepRAY,rmsRAY,entropy1RAY,entrpy2RAY,fftRAY,meanRAZ,sdRAZ,minRAZ,maxRAZ,lenRAZ,stepRAZ,rmsRAZ,entropy1RAZ,entrpy2RAZ,fftRAZ,meanGX,sdGX,minGX,maxGX,lenGX,stepGX,rmsGX,entropy1GX,entrpy2GX,fftGX,meanGY,sdGY,minGY,maxGY,lenGY,stepGY,rmsGY,entropy1GY,entrpy2GY,fftGY,meanGZ,sdGZ,minGZ,maxGZ,lenGZ,stepGZ,rmsGZ,entropy1GZ,entrpy2GZ,fftGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.40373,0.71065,-1.5201,0.93047,58,1160,0.81198,4.4876,38.24,0.46096,-0.11177,0.73344,-1.3115,1.5317,58,1160,0.73563,5.182,31.387,0.53445,10.222,1.8893,6.4015,14.491,58,1160,10.392,5.8339,6264.1,1.2304,-0.031169,0.031359,-0.10109,0.013916,58,1160,0.044022,5.0264,0.1124,0.023905,-0.036931,0.054871,-0.13165,0.071014,58,1160,0.065748,4.6864,0.25072,0.044657,-0.0067233,0.010194,-0.02713,0.014099,58,1160,0.012138,4.732,0.0085447,0.005891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.5018,0.83657,-1.6912,0.92839,60,1200,0.96953,4.3292,56.399,0.64795,-0.30721,0.47922,-1.3115,0.65324,60,1200,0.56586,4.7331,19.212,0.31116,9.3454,1.2618,7.5488,11.211,60,1200,9.4287,5.8939,5334.1,0.82551,0.0063741,0.022381,-0.037689,0.041473,60,1200,0.023091,3.6661,0.031992,0.020247,0.0059639,0.054309,-0.098282,0.093292,60,1200,0.054184,3.8659,0.17615,0.028339,-0.011362,0.0044465,-0.022583,-0.0035095,60,1200,0.012187,5.7992,0.0089118,0.002846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.46047,0.53608,-1.5156,0.60783,81,1620,0.70418,5.4674,40.165,0.31105,-0.3252,0.3665,-1.1687,0.23557,81,1620,0.48828,5.3734,19.312,0.29406,9.7745,0.97645,8.3506,11.602,81,1620,9.8226,6.3328,7815.2,0.68579,-0.010471,0.016296,-0.041229,0.016144,81,1620,0.019285,4.9256,0.030125,0.012275,-0.0114,0.058766,-0.11955,0.061844,81,1620,0.059504,2.3004,0.2868,0.044166,-0.015497,0.0064909,-0.026047,-0.0047302,81,1620,0.016786,6.2026,0.022823,0.0054223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.23568,0.75159,-1.6655,1.155,48,960,0.78017,3.5924,29.216,0.60167,-0.30482,0.40786,-0.82071,0.4866,48,960,0.50577,4.5723,12.278,0.24508,9.7904,1.2892,7.5573,12.794,48,960,9.8732,5.5729,4679,0.84369,0.002765,0.012764,-0.016724,0.027237,48,960,0.01293,1.9776,0.0080244,0.0076509,-0.030556,0.032206,-0.070755,0.04454,48,960,0.044151,4.9101,0.093566,0.023005,-0.015566,0.0063462,-0.028412,-0.0051117,48,960,0.016785,5.4647,0.013524,0.0043509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.71866,0.44878,-1.1888,0.055573,32,640,0.84355,4.5699,22.77,0.45992,-0.15486,0.44469,-0.78244,0.68654,32,640,0.46428,3.0832,6.8977,0.27484,10.002,1.1492,8.6894,12.245,32,640,10.066,4.9909,3242.3,0.74572,0.01858,0.031793,-0.018387,0.063263,32,640,0.036392,3.1353,0.042381,0.031451,-0.009871,0.040465,-0.061279,0.048096,32,640,0.041033,2.6022,0.053878,0.038992,-0.015735,0.0051207,-0.023041,-0.0066071,32,640,0.016522,4.9188,0.0087354,0.0054284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.087159,0.77522,-1.1888,1.1958,40,800,0.77042,0.4876,23.742,0.56919,-0.25994,0.40797,-0.89421,0.68654,40,800,0.47942,4.4841,9.1939,0.31156,9.589,1.7574,7.5185,12.891,40,800,9.7447,5.2989,3798.4,1.5361,0.0021343,0.022948,-0.047516,0.029099,40,800,0.02276,4.9581,0.02072,0.021674,-0.0082703,0.046887,-0.095642,0.069672,40,800,0.04703,2.6745,0.088474,0.035091,-0.014585,0.0070965,-0.031906,-0.0057983,40,800,0.016181,5.1718,0.010474,0.0058999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.33799,0.4934,-1.2667,0.53586,86,1720,0.59569,5.1399,30.517,0.38215,-0.25153,0.31294,-0.72043,0.63246,86,1720,0.40007,5.6759,13.765,0.15529,9.8623,1.4131,6.353,12.876,86,1720,9.9619,6.4114,8534.6,1.0343,0.0036319,0.02441,-0.054825,0.036346,86,1720,0.024538,3.0838,0.051782,0.015283,-0.025582,0.04942,-0.10966,0.057693,86,1720,0.055393,4.5465,0.26388,0.030173,-0.012906,0.0067083,-0.031143,0.002243,86,1720,0.014527,6.1956,0.018149,0.004731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.254,0.37506,-0.89024,0.40108,37,740,0.44876,3.8362,7.4513,0.41488,-0.26794,0.43198,-1.0383,0.49739,37,740,0.50335,3.7616,9.3744,0.48754,9.2669,1.1628,7.7845,10.814,37,740,9.3376,5.1984,3226,0.93929,-0.0017477,0.02521,-0.047546,0.033478,37,740,0.024928,-2.1465,0.022992,0.01891,0.0020752,0.037523,-0.059509,0.0625,37,740,0.037071,1.2321,0.050847,0.035342,-0.010738,0.0067107,-0.020096,-0.0010071,37,740,0.012615,4.8848,0.0058879,0.0044542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.30951,0.73552,-1.8424,1.2701,75,1500,0.79346,4.688,47.218,0.55275,-0.158,0.50887,-1.4949,0.49171,75,1500,0.52958,3.2235,21.034,0.30536,10.199,1.3755,7.8328,12.667,75,1500,10.29,6.2158,7941.6,0.95809,-0.0060419,0.023405,-0.054779,0.043579,75,1500,0.024021,4.2019,0.043275,0.020689,-0.032494,0.051135,-0.10738,0.068512,75,1500,0.060298,4.9147,0.27269,0.040503,-0.0065035,0.0069048,-0.019684,0.0082092,75,1500,0.0094518,5.4351,0.0067002,0.0040582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.30951,0.73552,-1.8424,1.2701,75,1500,0.79346,4.688,47.218,0.55275,-0.158,0.50887,-1.4949,0.49171,75,1500,0.52958,3.2235,21.034,0.30536,10.199,1.3755,7.8328,12.667,75,1500,10.29,6.2158,7941.6,0.95809,-0.0060419,0.023405,-0.054779,0.043579,75,1500,0.024021,4.2019,0.043275,0.020689,-0.032494,0.051135,-0.10738,0.068512,75,1500,0.060298,4.9147,0.27269,0.040503,-0.0065035,0.0069048,-0.019684,0.0082092,75,1500,0.0094518,5.4351,0.0067002,0.0040582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.52117,0.80332,-1.7423,0.86134,49,980,0.95067,4.2605,44.285,0.66572,-0.18434,0.27668,-0.57758,0.28951,49,980,0.33011,4.3274,5.3396,0.2426,9.8702,1.1059,7.5682,11.868,49,980,9.9307,5.6057,4832.3,0.95105,0.0017249,0.024625,-0.036392,0.041183,49,980,0.024433,2.5427,0.029252,0.02057,0.00033165,0.047499,-0.075134,0.082748,49,980,0.047013,27.756,0.1083,0.042036,-0.0064987,0.005405,-0.017685,0.0012665,49,980,0.0084173,5.017,0.0034717,0.0028219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.36538,0.27331,-0.77429,0.13644,37,740,0.45408,4.6933,7.6288,0.1914,-0.15892,0.35373,-0.6902,0.64772,37,740,0.3834,3.8003,5.4388,0.33329,9.2771,1.9959,6.2332,12.517,37,740,9.4837,5.1768,3327.8,2.1059,0.01322,0.027266,-0.02417,0.053268,37,740,0.029969,3.0796,0.033231,0.02578,-0.0054107,0.069288,-0.067551,0.14368,37,740,0.068559,7.1121,0.17391,0.066861,-0.0046601,0.0084268,-0.017517,0.0091553,37,740,0.0095293,3.5659,0.0033599,0.0062712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.33041,0.48366,-1.6423,0.61032,57,1140,0.58223,4.8685,19.322,0.32173,-0.14858,0.35294,-0.93039,0.64693,57,1140,0.38007,4.4923,8.234,0.2619,9.8691,1.0154,8.6151,12.517,57,1140,9.9202,5.8256,5609.4,0.66854,-0.0048127,0.026424,-0.048492,0.053268,57,1140,0.026629,3.1909,0.04042,0.019199,-0.026023,0.033878,-0.095932,0.047867,57,1140,0.042483,5.0309,0.10287,0.024304,-0.0064652,0.0057444,-0.015167,0.0043182,57,1140,0.008615,5.1517,0.0042304,0.0051895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.33041,0.48366,-1.6423,0.61032,57,1140,0.58223,4.8685,19.322,0.32173,-0.14858,0.35294,-0.93039,0.64693,57,1140,0.38007,4.4923,8.234,0.2619,9.8691,1.0154,8.6151,12.517,57,1140,9.9202,5.8256,5609.4,0.66854,-0.0048127,0.026424,-0.048492,0.053268,57,1140,0.026629,3.1909,0.04042,0.019199,-0.026023,0.033878,-0.095932,0.047867,57,1140,0.042483,5.0309,0.10287,0.024304,-0.0064652,0.0057444,-0.015167,0.0043182,57,1140,0.008615,5.1517,0.0042304,0.0051895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.47266,0.61398,-1.451,0.78073,34,680,0.76765,4.2366,20.036,0.45373,-0.34393,0.5066,-1.136,0.56804,34,680,0.60613,3.9448,12.491,0.49553,10.128,1.6721,6.0619,13.14,34,680,10.261,5.0684,3580.1,1.256,-0.012455,0.027495,-0.07196,0.018936,34,680,0.029814,2.784,0.030222,0.021572,0.028187,0.05481,-0.064423,0.1115,34,680,0.060912,3.3615,0.12615,0.045426,-0.013904,0.0096015,-0.028336,0.00061035,34,680,0.016817,4.6969,0.0096151,0.0082023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.47266,0.61398,-1.451,0.78073,34,680,0.76765,4.2366,20.036,0.45373,-0.34393,0.5066,-1.136,0.56804,34,680,0.60613,3.9448,12.491,0.49553,10.128,1.6721,6.0619,13.14,34,680,10.261,5.0684,3580.1,1.256,-0.012455,0.027495,-0.07196,0.018936,34,680,0.029814,2.784,0.030222,0.021572,0.028187,0.05481,-0.064423,0.1115,34,680,0.060912,3.3615,0.12615,0.045426,-0.013904,0.0096015,-0.028336,0.00061035,34,680,0.016817,4.6969,0.0096151,0.0082023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.067538,0.72507,-1.3382,1.393,50,1000,0.72095,4.7378,25.989,0.54444,-0.20838,0.48009,-1.1624,0.6918,50,1000,0.51894,3.5216,13.465,0.31643,9.8836,2.0824,6.0306,12.618,50,1000,10.096,5.6105,5096.8,1.5932,0.0015591,0.02997,-0.051086,0.05307,50,1000,0.029709,1.53,0.044133,0.031331,-0.029997,0.047738,-0.10451,0.049133,50,1000,0.055975,4.2435,0.15666,0.046869,-0.0039703,0.0076335,-0.025925,0.0059967,50,1000,0.0085363,3.6438,0.0036434,0.0069032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.067538,0.72507,-1.3382,1.393,50,1000,0.72095,4.7378,25.989,0.54444,-0.20838,0.48009,-1.1624,0.6918,50,1000,0.51894,3.5216,13.465,0.31643,9.8836,2.0824,6.0306,12.618,50,1000,10.096,5.6105,5096.8,1.5932,0.0015591,0.02997,-0.051086,0.05307,50,1000,0.029709,1.53,0.044133,0.031331,-0.029997,0.047738,-0.10451,0.049133,50,1000,0.055975,4.2435,0.15666,0.046869,-0.0039703,0.0076335,-0.025925,0.0059967,50,1000,0.0085363,3.6438,0.0036434,0.0069032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.28118,0.74191,-1.2355,0.75252,52,1040,0.78671,3.0852,32.183,0.52061,-0.1607,0.45962,-0.95268,0.59969,52,1040,0.48272,2.8648,12.117,0.39361,10.004,1.1781,7.358,11.829,52,1040,10.072,5.6904,5274.7,1.0011,0.0010614,0.025811,-0.048325,0.04599,52,1040,0.025584,0.10104,0.034036,0.016287,-0.01722,0.03368,-0.060318,0.071869,52,1040,0.037537,4.5061,0.07327,0.022937,-0.0064812,0.0051761,-0.015045,0.0017242,52,1040,0.0082633,5.1334,0.0035507,0.0039821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.1825,0.6989,-1.3027,0.77946,29,580,0.71058,1.4043,14.643,0.69496,-0.28203,0.6458,-1.0371,0.66682,29,580,0.69442,2.958,13.984,0.59692,9.9388,1.0546,8.5243,11.903,29,580,9.9927,4.8502,2895.8,0.89195,0.0045845,0.02088,-0.030853,0.036118,29,580,0.021022,2.6352,0.012816,0.016766,-0.018047,0.026334,-0.046371,0.042007,29,580,0.031548,4.0324,0.028864,0.020845,-0.0077841,0.0057673,-0.015045,0.0022583,29,580,0.0096284,4.2928,0.0026885,0.0051623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.24981,0.4347,-0.9595,0.8912,63,1260,0.49837,4.9452,15.647,0.36036,-0.32411,0.51615,-1.4482,0.56952,63,1260,0.606,4.6184,23.136,0.38435,9.7013,1.1096,8.4216,12.37,63,1260,9.7636,5.9683,6005.7,0.8054,-0.010856,0.031339,-0.065262,0.041473,63,1260,0.03293,3.5303,0.068317,0.025614,-0.0026671,0.05045,-0.064026,0.095779,63,1260,0.050119,7.2933,0.15825,0.02956,-0.014547,0.0064721,-0.030746,-0.0059509,63,1260,0.015901,5.843,0.01593,0.0034541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.24981,0.4347,-0.9595,0.8912,63,1260,0.49837,4.9452,15.647,0.36036,-0.32411,0.51615,-1.4482,0.56952,63,1260,0.606,4.6184,23.136,0.38435,9.7013,1.1096,8.4216,12.37,63,1260,9.7636,5.9683,6005.7,0.8054,-0.010856,0.031339,-0.065262,0.041473,63,1260,0.03293,3.5303,0.068317,0.025614,-0.0026671,0.05045,-0.064026,0.095779,63,1260,0.050119,7.2933,0.15825,0.02956,-0.014547,0.0064721,-0.030746,-0.0059509,63,1260,0.015901,5.843,0.01593,0.0034541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.56917,0.25675,-0.9595,-0.053757,30,600,0.62264,4.7328,11.63,0.21141,-0.33624,0.44596,-1.1617,0.20085,30,600,0.55254,3.7208,9.1591,0.40127,10.207,2.7106,7.7977,15.841,30,600,10.55,4.8611,3338.8,2.3123,0.015119,0.034178,-0.043655,0.06076,30,600,0.036848,3.6668,0.040733,0.037407,-0.04088,0.072127,-0.18575,0.041092,30,600,0.081854,3.1556,0.201,0.052609,-0.0091756,0.0090569,-0.028168,0.0075226,30,600,0.012786,4.2711,0.0049045,0.0060331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.10583,0.94739,-1.8297,2.1188,100,2000,0.94857,3.0286,89.978,0.54267,-0.2967,0.40394,-1.0206,0.32202,100,2000,0.49957,5.2488,24.957,0.24554,9.8539,1.2324,7.8046,12.537,100,2000,9.9299,6.6327,9860.3,0.69056,0.0026015,0.029171,-0.038727,0.061279,100,2000,0.029141,1.279,0.084919,0.015804,-0.011256,0.052602,-0.094803,0.12646,100,2000,0.053535,5.151,0.2866,0.045472,-0.014055,0.0096861,-0.036346,0.0090332,100,2000,0.017042,6.2881,0.029043,0.0069831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.10583,0.94739,-1.8297,2.1188,100,2000,0.94857,3.0286,89.978,0.54267,-0.2967,0.40394,-1.0206,0.32202,100,2000,0.49957,5.2488,24.957,0.24554,9.8539,1.2324,7.8046,12.537,100,2000,9.9299,6.6327,9860.3,0.69056,0.0026015,0.029171,-0.038727,0.061279,100,2000,0.029141,1.279,0.084919,0.015804,-0.011256,0.052602,-0.094803,0.12646,100,2000,0.053535,5.151,0.2866,0.045472,-0.014055,0.0096861,-0.036346,0.0090332,100,2000,0.017042,6.2881,0.029043,0.0069831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.06428,0.61099,-1.4398,0.85674,62,1240,0.60944,-0.37197,23.028,0.5936,-0.16618,0.48284,-1.4615,0.79573,62,1240,0.50694,3.4916,15.933,0.26012,10.02,1.634,7.0906,13.877,62,1240,10.15,5.9356,6387.5,1.2754,0.0063408,0.03163,-0.056732,0.059509,62,1240,0.032008,2.7058,0.063519,0.020971,-0.014591,0.05405,-0.11594,0.098877,62,1240,0.055562,3.5881,0.1914,0.026748,-0.014345,0.0075234,-0.034622,-0.0049438,62,1240,0.01617,5.7713,0.016211,0.0049075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.031139,0.5251,-0.66551,1.3077,40,800,0.51943,6.6384,10.792,0.44434,-0.21153,0.52585,-1.4482,0.79573,40,800,0.56067,3.304,12.574,0.40736,9.3992,1.0521,8.3156,11.721,40,800,9.4565,5.3133,3577,0.88841,-0.0017109,0.042042,-0.049911,0.083176,40,800,0.041548,12.207,0.069051,0.043297,-2.25E-05,0.02823,-0.044617,0.056854,40,800,0.027875,103.81,0.03108,0.020468,-0.01496,0.0066769,-0.023132,-0.0051117,40,800,0.016348,5.1706,0.010691,0.0051366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.35031,0.66049,-1.3811,0.47453,32,640,0.73847,3.0341,17.451,0.43471,-0.34878,0.47003,-1.1416,0.50127,32,640,0.57938,3.8978,10.742,0.47136,9.519,1.3418,7.8335,11.781,32,640,9.6102,4.9863,2955.4,1.0331,0.0073876,0.022612,-0.049911,0.038055,32,640,0.02345,3.9878,0.017596,0.01602,-0.0080161,0.029997,-0.075119,0.027618,32,640,0.030593,1.073,0.02995,0.022802,-0.012551,0.012023,-0.028259,0.012192,32,640,0.01725,4.2388,0.0095222,0.0072297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.048968,1.0028,-1.6428,1.3887,48,960,0.99349,-0.34383,47.377,0.78426,-0.17368,0.56254,-1.138,1.0746,48,960,0.58312,3.2192,16.321,0.4805,9.7213,1.2362,7.6573,11.684,48,960,9.798,5.5735,4608,0.92766,0.0056108,0.037057,-0.046997,0.056747,48,960,0.037096,1.7577,0.066054,0.022402,0.0010869,0.072836,-0.11656,0.10992,48,960,0.072081,5.7471,0.2494,0.064601,-0.0084187,0.012306,-0.030243,0.012192,48,960,0.014804,4.4245,0.01052,0.0090507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.048968,1.0028,-1.6428,1.3887,48,960,0.99349,-0.34383,47.377,0.78426,-0.17368,0.56254,-1.138,1.0746,48,960,0.58312,3.2192,16.321,0.4805,9.7213,1.2362,7.6573,11.684,48,960,9.798,5.5735,4608,0.92766,0.0056108,0.037057,-0.046997,0.056747,48,960,0.037096,1.7577,0.066054,0.022402,0.0010869,0.072836,-0.11656,0.10992,48,960,0.072081,5.7471,0.2494,0.064601,-0.0084187,0.012306,-0.030243,0.012192,48,960,0.014804,4.4245,0.01052,0.0090507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.57675,0.62225,-1.3295,0.41875,32,640,0.84127,4.0358,22.648,0.5532,-0.24002,0.48623,-0.9846,0.22195,32,640,0.53539,2.5157,9.1726,0.51347,9.6167,1.252,7.9161,12.208,32,640,9.6953,4.9884,3008,1.0165,-0.014195,0.030807,-0.074203,0.028152,32,640,0.03348,3.2387,0.03587,0.022143,-0.00042439,0.047628,-0.084839,0.085724,32,640,0.04688,9.2843,0.070327,0.034391,-0.0065951,0.0077661,-0.016525,0.010849,32,640,0.010096,4.394,0.0032615,0.0067936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.10192,0.44989,-0.43047,0.81332,32,640,0.45438,0.97269,6.6068,0.44002,-0.31766,0.44289,-1.3419,0.095474,32,640,0.53938,3.6802,9.3098,0.3427,9.8958,0.994,8.5252,11.389,32,640,9.944,4.993,3164.3,0.62211,-0.0085101,0.033116,-0.059723,0.033478,32,640,0.033687,1.8442,0.036313,0.017865,-0.016576,0.053328,-0.12352,0.031479,32,640,0.055044,1.7883,0.096955,0.048726,-0.0079794,0.0081743,-0.017487,0.0078888,32,640,0.011331,4.284,0.0041089,0.0067757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.19451,0.55834,-0.81009,1.3633,49,980,0.58585,4.5533,16.818,0.44877,-0.19167,0.43952,-0.94768,0.50493,49,980,0.47537,3.8063,11.073,0.43374,9.9614,1.1432,8.3024,11.888,49,980,10.025,5.6055,4925,1.1694,0.0065818,0.028466,-0.045914,0.062546,49,980,0.028933,3.0199,0.041018,0.018851,-0.019476,0.056336,-0.11485,0.060669,49,980,0.059062,2.6582,0.17093,0.032696,-0.010354,0.0071107,-0.022369,-0.0018158,49,980,0.012519,5.2476,0.0076796,0.0070637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.19451,0.55834,-0.81009,1.3633,49,980,0.58585,4.5533,16.818,0.44877,-0.19167,0.43952,-0.94768,0.50493,49,980,0.47537,3.8063,11.073,0.43374,9.9614,1.1432,8.3024,11.888,49,980,10.025,5.6055,4925,1.1694,0.0065818,0.028466,-0.045914,0.062546,49,980,0.028933,3.0199,0.041018,0.018851,-0.019476,0.056336,-0.11485,0.060669,49,980,0.059062,2.6582,0.17093,0.032696,-0.010354,0.0071107,-0.022369,-0.0018158,49,980,0.012519,5.2476,0.0076796,0.0070637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.026627,0.57548,-0.90874,1.3633,85,1700,0.57271,-1.1797,27.88,0.51233,-0.1462,0.61597,-1.3898,1.2765,85,1700,0.62955,3.4945,33.688,0.39615,9.7634,0.95074,7.6971,11.207,85,1700,9.809,6.4025,8178.4,0.57635,0.006648,0.034024,-0.052139,0.09874,85,1700,0.03447,1.8169,0.101,0.029972,-0.010655,0.040476,-0.1044,0.097061,85,1700,0.041624,3.5922,0.14727,0.024651,-0.013199,0.0065884,-0.025635,-0.00177,85,1700,0.014735,6.2239,0.018455,0.0044112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.046055,0.7447,-1.1746,1.3627,60,1200,0.7399,0.5328,32.847,0.47308,-0.23719,0.5422,-1.5311,0.64178,60,1200,0.58765,3.948,20.72,0.46653,10.104,1.3748,6.4899,12.141,60,1200,10.195,5.8929,6236.7,0.88619,-0.010612,0.031312,-0.09198,0.031952,60,1200,0.032813,3.6811,0.064604,0.027012,0.0040754,0.051741,-0.091934,0.078262,60,1200,0.05147,3.4404,0.15895,0.050013,-0.0075261,0.0088328,-0.021255,0.0086365,60,1200,0.011548,4.9715,0.0080016,0.0067215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.046055,0.7447,-1.1746,1.3627,60,1200,0.7399,0.5328,32.847,0.47308,-0.23719,0.5422,-1.5311,0.64178,60,1200,0.58765,3.948,20.72,0.46653,10.104,1.3748,6.4899,12.141,60,1200,10.195,5.8929,6236.7,0.88619,-0.010612,0.031312,-0.09198,0.031952,60,1200,0.032813,3.6811,0.064604,0.027012,0.0040754,0.051741,-0.091934,0.078262,60,1200,0.05147,3.4404,0.15895,0.050013,-0.0075261,0.0088328,-0.021255,0.0086365,60,1200,0.011548,4.9715,0.0080016,0.0067215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.07862,0.79014,-1.6122,0.92213,35,700,0.78273,-1.2306,21.443,0.66559,-0.26938,0.40022,-0.96826,0.31659,35,700,0.47767,3.7272,7.9858,0.39534,9.9374,1.2412,6.4899,11.453,35,700,10.012,5.118,3508.7,1.1715,-0.0037938,0.011421,-0.023026,0.013977,35,700,0.011879,3.5062,0.0049386,0.012457,0.0021402,0.037213,-0.050995,0.041565,35,700,0.03674,4.0762,0.047243,0.034217,-0.010382,0.0049523,-0.016418,-0.00065613,35,700,0.011472,4.9161,0.0046064,0.0042613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.07862,0.79014,-1.6122,0.92213,35,700,0.78273,-1.2306,21.443,0.66559,-0.26938,0.40022,-0.96826,0.31659,35,700,0.47767,3.7272,7.9858,0.39534,9.9374,1.2412,6.4899,11.453,35,700,10.012,5.118,3508.7,1.1715,-0.0037938,0.011421,-0.023026,0.013977,35,700,0.011879,3.5062,0.0049386,0.012457,0.0021402,0.037213,-0.050995,0.041565,35,700,0.03674,4.0762,0.047243,0.034217,-0.010382,0.0049523,-0.016418,-0.00065613,35,700,0.011472,4.9161,0.0046064,0.0042613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.023542,0.66514,-1.5293,1.0563,43,860,0.65779,-3.2277,18.605,0.46827,-0.1461,0.37131,-0.83237,0.44191,43,860,0.39498,2.9786,6.7086,0.26795,10.046,1.382,6.5529,12.065,43,860,10.138,5.4122,4419.6,1.0155,0.00079984,0.031133,-0.038101,0.047546,43,860,0.03078,-1.1421,0.040737,0.030327,-0.010296,0.072569,-0.093781,0.1176,43,860,0.072455,4.1801,0.22574,0.068887,-0.004578,0.0077532,-0.015381,0.013458,43,860,0.0089259,4.2023,0.0034259,0.0051058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.023542,0.66514,-1.5293,1.0563,43,860,0.65779,-3.2277,18.605,0.46827,-0.1461,0.37131,-0.83237,0.44191,43,860,0.39498,2.9786,6.7086,0.26795,10.046,1.382,6.5529,12.065,43,860,10.138,5.4122,4419.6,1.0155,0.00079984,0.031133,-0.038101,0.047546,43,860,0.03078,-1.1421,0.040737,0.030327,-0.010296,0.072569,-0.093781,0.1176,43,860,0.072455,4.1801,0.22574,0.068887,-0.004578,0.0077532,-0.015381,0.013458,43,860,0.0089259,4.2023,0.0034259,0.0051058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.053096,0.77723,-1.0558,1.2679,39,780,0.76903,-1.3799,23.065,0.6063,-0.11023,0.2935,-0.57642,0.33057,39,780,0.30998,3.1465,3.7473,0.26734,9.4381,2.3916,5.4021,12.808,39,780,9.7288,5.2388,3691.4,2.1668,0.0017422,0.040466,-0.047073,0.077759,39,780,0.039981,-3.7698,0.062342,0.037372,0.0054623,0.067405,-0.11096,0.13374,39,780,0.066759,-0.18773,0.17382,0.065833,-0.0074216,0.0056132,-0.016724,0.0011902,39,780,0.0092618,4.7033,0.0033454,0.0050694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.18892,0.65763,-1.4583,1.2679,40,800,0.67628,2.232,18.294,0.56199,-0.1742,0.3436,-0.72479,0.33798,40,800,0.38139,3.4232,5.8184,0.35885,10.171,2.0437,7.9006,14.732,40,800,10.369,5.295,4301,1.4952,0.010701,0.039349,-0.054199,0.088425,40,800,0.0403,2.5641,0.064965,0.023844,-0.024421,0.066555,-0.13878,0.075027,40,800,0.070108,3.386,0.19661,0.063672,-0.010919,0.010981,-0.025238,0.016006,40,800,0.015388,4.7563,0.009472,0.008343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0076326,0.78559,-1.4247,1.1691,75,1500,0.78037,29.493,45.674,0.57186,-0.15333,0.60602,-1.1461,0.90353,75,1500,0.62119,3.992,28.941,0.46461,9.9833,1.4606,7.3611,14.732,75,1500,10.088,6.2135,7632.8,1.0175,-0.0092902,0.03195,-0.066772,0.050262,75,1500,0.033068,4.3872,0.08201,0.024444,-0.0075494,0.054966,-0.13878,0.073273,75,1500,0.055117,2.8906,0.22784,0.039891,-0.0058518,0.008055,-0.024445,0.0093689,75,1500,0.0099128,5.1188,0.0073697,0.0056108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
