category,meanRAX,sdRAX,minRAX,maxRAX,lenRAX,stepRAX,rmsRAX,entropy1RAX,entrpy2RAX,fftRAX,meanRAY,sdRAY,minRAY,maxRAY,lenRAY,stepRAY,rmsRAY,entropy1RAY,entrpy2RAY,fftRAY,meanRAZ,sdRAZ,minRAZ,maxRAZ,lenRAZ,stepRAZ,rmsRAZ,entropy1RAZ,entrpy2RAZ,fftRAZ,meanGX,sdGX,minGX,maxGX,lenGX,stepGX,rmsGX,entropy1GX,entrpy2GX,fftGX,meanGY,sdGY,minGY,maxGY,lenGY,stepGY,rmsGY,entropy1GY,entrpy2GY,fftGY,meanGZ,sdGZ,minGZ,maxGZ,lenGZ,stepGZ,rmsGZ,entropy1GZ,entrpy2GZ,fftGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.29917,0.74854,-1.3978,0.80956,76,1520,0.80153,4.0268,48.826,0.44798,0.095138,0.56626,-0.82349,1.0661,76,1520,0.57051,3.6363,24.736,0.40579,9.9297,0.91449,8.3589,11.439,76,1520,9.9712,6.2419,7556.3,0.83814,-0.00036079,0.033515,-0.053757,0.064819,76,1520,0.033296,5.9741,0.084254,0.033651,-0.016619,0.045716,-0.11705,0.070023,76,1520,0.04836,4.5849,0.17774,0.031662,0.010687,0.0069095,0.0011444,0.024231,76,1520,0.012701,5.9213,0.01226,0.0061063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.29917,0.74854,-1.3978,0.80956,76,1520,0.80153,4.0268,48.826,0.44798,0.095138,0.56626,-0.82349,1.0661,76,1520,0.57051,3.6363,24.736,0.40579,9.9297,0.91449,8.3589,11.439,76,1520,9.9712,6.2419,7556.3,0.83814,-0.00036079,0.033515,-0.053757,0.064819,76,1520,0.033296,5.9741,0.084254,0.033651,-0.016619,0.045716,-0.11705,0.070023,76,1520,0.04836,4.5849,0.17774,0.031662,0.010687,0.0069095,0.0011444,0.024231,76,1520,0.012701,5.9213,0.01226,0.0061063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.29917,0.74854,-1.3978,0.80956,76,1520,0.80153,4.0268,48.826,0.44798,0.095138,0.56626,-0.82349,1.0661,76,1520,0.57051,3.6363,24.736,0.40579,9.9297,0.91449,8.3589,11.439,76,1520,9.9712,6.2419,7556.3,0.83814,-0.00036079,0.033515,-0.053757,0.064819,76,1520,0.033296,5.9741,0.084254,0.033651,-0.016619,0.045716,-0.11705,0.070023,76,1520,0.04836,4.5849,0.17774,0.031662,0.010687,0.0069095,0.0011444,0.024231,76,1520,0.012701,5.9213,0.01226,0.0061063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.50866,0.60697,-1.4591,0.66486,67,1340,0.78845,5.1068,41.65,0.37474,0.43511,0.3307,-0.39082,0.84183,67,1340,0.54503,5.5772,19.903,0.26782,9.7357,0.81463,8.2643,10.894,67,1340,9.7692,6.0611,6394.4,0.55551,0.021084,0.018721,-0.014252,0.048553,67,1340,0.028103,5.3521,0.052915,0.012118,-0.017736,0.049831,-0.13066,0.096329,67,1340,0.052542,4.7456,0.18496,0.038499,0.021717,0.010275,0.0024872,0.037689,67,1340,0.023992,5.8931,0.038566,0.0084643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.084089,0.32909,-0.3728,0.65797,56,1120,0.33681,2.3666,6.3526,0.20331,0.35903,0.60659,-0.42841,1.2832,56,1120,0.7002,3.9955,27.456,0.28361,9.5294,0.5562,7.769,10.135,56,1120,9.5453,5.8049,5102.3,0.46401,-0.018314,0.034317,-0.066406,0.032211,56,1120,0.038627,4.1224,0.083553,0.03373,-0.029288,0.043775,-0.10545,0.041412,56,1120,0.052343,4.5079,0.15343,0.020831,0.024737,0.012463,0.004425,0.046677,56,1120,0.02765,5.6249,0.042812,0.011952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.54151,0.88465,-2.1647,1.4949,95,1900,1.0332,5.5144,101.42,0.57824,0.83778,0.8871,-0.95105,2.1766,95,1900,1.2168,5.7063,140.65,0.60966,9.9317,1.0317,7.7124,12.287,95,1900,9.9845,6.5621,9470.6,0.59272,0.022779,0.1053,-0.14186,0.18582,95,1900,0.1072,3.742,1.0916,0.068872,-2.23E-05,0.052722,-0.10689,0.081619,95,1900,0.052444,31.079,0.26129,0.034358,0.048293,0.01334,0.010681,0.074677,95,1900,0.050083,6.5101,0.23829,0.013607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.54151,0.88465,-2.1647,1.4949,95,1900,1.0332,5.5144,101.42,0.57824,0.83778,0.8871,-0.95105,2.1766,95,1900,1.2168,5.7063,140.65,0.60966,9.9317,1.0317,7.7124,12.287,95,1900,9.9845,6.5621,9470.6,0.59272,0.022779,0.1053,-0.14186,0.18582,95,1900,0.1072,3.742,1.0916,0.068872,-2.23E-05,0.052722,-0.10689,0.081619,95,1900,0.052444,31.079,0.26129,0.034358,0.048293,0.01334,0.010681,0.074677,95,1900,0.050083,6.5101,0.23829,0.013607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.38331,1.0334,-2.7639,1.5284,89,1780,1.0968,4.2566,107.06,0.70561,0.1248,0.7457,-1.3466,1.3463,89,1780,0.75192,2.7191,50.319,0.7258,10.068,1.0391,8.0377,12.356,89,1780,10.121,6.4681,9116.5,0.62866,-0.0016618,0.05371,-0.13217,0.086349,89,1780,0.053434,-2.483,0.25411,0.054226,-0.062075,0.072957,-0.20636,0.088577,89,1780,0.095479,5.4749,0.81134,0.070592,0.060405,0.014766,0.020569,0.080215,89,1780,0.062164,6.4307,0.34393,0.01727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.21554,0.70903,-0.66473,1.2537,30,600,0.72968,2.1123,15.973,0.55669,0.70091,0.37459,0.28697,1.3719,30,600,0.79178,4.7073,18.808,0.27129,9.514,0.68083,8.3081,10.939,30,600,9.5376,4.9033,2729,0.59007,0.001563,0.03873,-0.051086,0.083115,30,600,0.038111,-11.44,0.043573,0.027325,0.0028071,0.05046,-0.067657,0.088577,30,600,0.049691,-3.0178,0.074076,0.052039,0.02442,0.006132,0.014099,0.032318,30,600,0.025153,4.861,0.01898,0.0045926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.12464,0.7716,-1.2655,2.1157,93,1860,0.77749,4.2017,56.218,0.47921,0.42297,0.84543,-1.3202,2.5852,93,1860,0.94126,5.184,82.395,0.81263,9.7278,1.1321,7.2382,11.593,93,1860,9.7927,6.5293,8918.4,0.71112,-0.014234,0.066649,-0.080978,0.12209,93,1860,0.0678,5.4084,0.42751,0.071733,0.0053468,0.076096,-0.10933,0.24684,93,1860,0.075874,-3.5313,0.53539,0.037658,0.014133,0.03169,-0.043503,0.068451,93,1860,0.034543,4.8559,0.11097,0.032766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.12464,0.7716,-1.2655,2.1157,93,1860,0.77749,4.2017,56.218,0.47921,0.42297,0.84543,-1.3202,2.5852,93,1860,0.94126,5.184,82.395,0.81263,9.7278,1.1321,7.2382,11.593,93,1860,9.7927,6.5293,8918.4,0.71112,-0.014234,0.066649,-0.080978,0.12209,93,1860,0.0678,5.4084,0.42751,0.071733,0.0053468,0.076096,-0.10933,0.24684,93,1860,0.075874,-3.5313,0.53539,0.037658,0.014133,0.03169,-0.043503,0.068451,93,1860,0.034543,4.8559,0.11097,0.032766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.11582,0.49392,-1.0619,0.71989,114,2280,0.50521,3.6534,29.097,0.36098,0.083252,0.62767,-1.4457,1.3393,114,2280,0.63044,3.5911,45.309,0.45758,9.6837,1.1293,6.8592,11.862,114,2280,9.7487,6.823,10834,0.91988,-0.029451,0.045506,-0.1189,0.048676,114,2280,0.054037,5.5448,0.33288,0.042881,0.0028491,0.039891,-0.069107,0.11455,114,2280,0.039818,0.57498,0.18074,0.027749,0.0056674,0.023265,-0.030807,0.055023,114,2280,0.023846,3.6602,0.064824,0.021179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.11582,0.49392,-1.0619,0.71989,114,2280,0.50521,3.6534,29.097,0.36098,0.083252,0.62767,-1.4457,1.3393,114,2280,0.63044,3.5911,45.309,0.45758,9.6837,1.1293,6.8592,11.862,114,2280,9.7487,6.823,10834,0.91988,-0.029451,0.045506,-0.1189,0.048676,114,2280,0.054037,5.5448,0.33288,0.042881,0.0028491,0.039891,-0.069107,0.11455,114,2280,0.039818,0.57498,0.18074,0.027749,0.0056674,0.023265,-0.030807,0.055023,114,2280,0.023846,3.6602,0.064824,0.021179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.27924,0.81534,-2.1408,1.4345,86,1720,0.85733,4.2641,63.212,0.43966,-0.11282,0.54625,-1.3119,0.55,86,1720,0.55466,1.9075,26.458,0.29638,9.9968,1.0305,8.3653,13.151,86,1720,10.049,6.4188,8684.8,0.53138,0.02151,0.031535,-0.063354,0.072388,86,1720,0.038021,5.4389,0.12432,0.022019,-0.035712,0.0553,-0.11168,0.058228,86,1720,0.065559,5.0769,0.36962,0.046494,-0.016643,0.010484,-0.030731,0.0068817,86,1720,0.019638,6.0349,0.033165,0.0061826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.11312,0.51716,-1.3272,1.2775,163,3260,0.52783,4.9676,45.413,0.28101,0.15429,0.5633,-1.5297,1.609,163,3260,0.58238,5.5747,55.284,0.41799,9.8546,0.9376,8.0374,11.48,163,3260,9.8988,7.3422,15972,0.67401,0.010116,0.040946,-0.084976,0.072388,163,3260,0.042055,5.8294,0.28829,0.038891,-0.0073862,0.052569,-0.16301,0.13211,163,3260,0.052926,4.1404,0.45659,0.038688,-0.01919,0.015881,-0.048981,0.021652,163,3260,0.024878,6.826,0.10088,0.017962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.11312,0.51716,-1.3272,1.2775,163,3260,0.52783,4.9676,45.413,0.28101,0.15429,0.5633,-1.5297,1.609,163,3260,0.58238,5.5747,55.284,0.41799,9.8546,0.9376,8.0374,11.48,163,3260,9.8988,7.3422,15972,0.67401,0.010116,0.040946,-0.084976,0.072388,163,3260,0.042055,5.8294,0.28829,0.038891,-0.0073862,0.052569,-0.16301,0.13211,163,3260,0.052926,4.1404,0.45659,0.038688,-0.01919,0.015881,-0.048981,0.021652,163,3260,0.024878,6.826,0.10088,0.017962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.055523,0.28285,-0.62433,0.55537,102,2040,0.28688,2.9442,8.3948,0.19865,0.23473,0.3275,-0.5369,0.80461,102,2040,0.40163,5.6282,16.453,0.2272,9.9096,0.87607,8.5104,11.436,102,2040,9.9478,6.6669,10094,0.57455,0.00056637,0.030481,-0.039001,0.068329,102,2040,0.030336,-14.593,0.09387,0.018167,-0.020319,0.019724,-0.053909,0.018311,102,2040,0.028251,5.8557,0.081407,0.017029,-0.014624,0.0064361,-0.026428,6.10E-05,102,2040,0.015965,6.4761,0.025997,0.0047726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.055523,0.28285,-0.62433,0.55537,102,2040,0.28688,2.9442,8.3948,0.19865,0.23473,0.3275,-0.5369,0.80461,102,2040,0.40163,5.6282,16.453,0.2272,9.9096,0.87607,8.5104,11.436,102,2040,9.9478,6.6669,10094,0.57455,0.00056637,0.030481,-0.039001,0.068329,102,2040,0.030336,-14.593,0.09387,0.018167,-0.020319,0.019724,-0.053909,0.018311,102,2040,0.028251,5.8557,0.081407,0.017029,-0.014624,0.0064361,-0.026428,6.10E-05,102,2040,0.015965,6.4761,0.025997,0.0047726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.076093,0.23236,-0.35251,0.34541,45,900,0.24204,3.6304,2.6362,0.14819,0.20361,0.2996,-0.5369,0.69891,45,900,0.35948,4.6225,5.815,0.25139,9.6699,0.5857,8.6431,10.562,45,900,9.6873,5.4893,4222.9,0.35564,0.02068,0.01889,-0.014374,0.047516,45,900,0.027867,4.8125,0.034946,0.018201,0.0022017,0.021139,-0.030106,0.041779,45,900,0.021018,0.68995,0.01988,0.015999,-0.020228,0.0063757,-0.027023,-0.0051575,45,900,0.021188,5.4043,0.020201,0.0034917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.33335,0.31344,-0.841,0.24756,92,1840,0.4564,5.7476,19.163,0.21351,0.39117,0.46942,-0.27875,1.4773,92,1840,0.60908,5.387,34.13,0.5035,9.8116,0.63216,8.6174,10.959,92,1840,9.8317,6.5206,8892.9,0.34482,-0.016774,0.046021,-0.089554,0.060669,92,1840,0.048747,4.7012,0.21862,0.033859,-0.0039852,0.036917,-0.068466,0.057907,92,1840,0.036932,2.2962,0.12548,0.037546,-0.0017899,0.0095326,-0.020691,0.014404,92,1840,0.0096482,4.392,0.008564,0.0065044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.56577,0.34933,-1.4953,-0.059753,147,2940,0.6643,6.9189,64.871,0.19723,0.01696,0.56338,-0.82484,1.4371,147,2940,0.56172,-6.8112,46.382,0.50172,9.9445,0.66677,8.5301,11.091,147,2940,9.9667,7.1964,14602,0.41261,-0.013872,0.039523,-0.076279,0.056732,147,2940,0.04176,4.9856,0.25635,0.048557,-0.013716,0.024549,-0.057755,0.057907,147,2940,0.028048,6.1438,0.11564,0.018442,-0.017744,0.020071,-0.054993,0.0093231,147,2940,0.026739,6.1197,0.1051,0.01492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.56577,0.34933,-1.4953,-0.059753,147,2940,0.6643,6.9189,64.871,0.19723,0.01696,0.56338,-0.82484,1.4371,147,2940,0.56172,-6.8112,46.382,0.50172,9.9445,0.66677,8.5301,11.091,147,2940,9.9667,7.1964,14602,0.41261,-0.013872,0.039523,-0.076279,0.056732,147,2940,0.04176,4.9856,0.25635,0.048557,-0.013716,0.024549,-0.057755,0.057907,147,2940,0.028048,6.1438,0.11564,0.018442,-0.017744,0.020071,-0.054993,0.0093231,147,2940,0.026739,6.1197,0.1051,0.01492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.74032,0.40015,-1.4535,0.049835,61,1220,0.83999,5.6596,43.04,0.26939,0.2098,0.48964,-0.6223,0.80307,61,1220,0.52899,4.3412,17.07,0.32531,9.3575,0.69372,8.2491,10.908,61,1220,9.3828,5.9269,5370.2,0.52697,0.00047978,0.031908,-0.053223,0.062698,61,1220,0.031649,-4.9931,0.061101,0.02213,-0.015282,0.035109,-0.086517,0.044998,61,1220,0.038026,4.2207,0.088205,0.01786,-0.020683,0.010372,-0.03981,-0.0097046,61,1220,0.023099,5.7607,0.032549,0.010817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.74032,0.40015,-1.4535,0.049835,61,1220,0.83999,5.6596,43.04,0.26939,0.2098,0.48964,-0.6223,0.80307,61,1220,0.52899,4.3412,17.07,0.32531,9.3575,0.69372,8.2491,10.908,61,1220,9.3828,5.9269,5370.2,0.52697,0.00047978,0.031908,-0.053223,0.062698,61,1220,0.031649,-4.9931,0.061101,0.02213,-0.015282,0.035109,-0.086517,0.044998,61,1220,0.038026,4.2207,0.088205,0.01786,-0.020683,0.010372,-0.03981,-0.0097046,61,1220,0.023099,5.7607,0.032549,0.010817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.2172,0.21028,-1.564,-0.69778,31,620,1.2347,4.932,47.259,0.14063,-0.029778,0.32985,-0.65079,0.47781,31,620,0.32585,-0.9231,3.2916,0.27979,9.9431,0.71944,8.0863,10.83,31,620,9.9682,4.9504,3080.3,0.32606,-0.021417,0.024614,-0.047577,0.015259,31,620,0.032327,3.8554,0.032395,0.014735,0.022983,0.02286,-0.0027618,0.064163,31,620,0.032155,4.1856,0.032052,0.019056,-0.028748,0.0033463,-0.032639,-0.023575,31,620,0.028935,4.9445,0.025955,0.0023554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.5806,0.4213,-2.1786,-0.84647,72,1440,1.635,6.1167,192.47,0.27078,0.14782,0.37514,-0.39807,0.99831,72,1440,0.40079,3.6303,11.565,0.21271,9.8155,0.79608,8.1335,11.202,72,1440,9.8473,6.1652,6981.7,0.49338,0.018236,0.026436,-0.023438,0.07222,72,1440,0.031964,4.8223,0.073564,0.032884,0.018559,0.032107,-0.053894,0.079437,72,1440,0.036891,5.0933,0.097989,0.027803,-0.020638,0.016754,-0.046524,0.0040588,72,1440,0.026509,5.6172,0.050598,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.0213,0.51129,-1.9307,0.13103,67,1340,1.1404,5.8336,87.135,0.27922,0.039454,0.37509,-0.60616,0.70839,67,1340,0.37436,0.27779,9.39,0.29147,9.6168,0.60045,8.8103,10.644,67,1340,9.6352,6.0633,6220.1,0.5085,-0.04912,0.019274,-0.084656,-0.010498,67,1340,0.052714,5.9491,0.18618,0.016459,-0.030438,0.020113,-0.070374,0.0055389,67,1340,0.0364,5.6849,0.088775,0.013054,-0.021091,0.00927,-0.04451,-0.0088959,67,1340,0.023011,5.9356,0.035476,0.010842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.68638,0.32519,-1.2422,-0.11497,71,1420,0.75853,5.9802,40.851,0.20555,-0.085282,0.67994,-1.1725,1.2452,71,1420,0.6805,2.0578,32.879,0.15709,9.5252,0.81123,7.115,10.482,71,1420,9.5592,6.1444,6487.8,0.3057,0.022445,0.035009,-0.057526,0.06955,71,1420,0.041378,5.0276,0.12156,0.040731,-0.026465,0.011796,-0.045197,0.0038452,71,1420,0.02894,5.9728,0.059466,0.0071395,-0.039941,0.011074,-0.055237,-0.01683,71,1420,0.041427,6.0903,0.12185,0.01391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.68638,0.32519,-1.2422,-0.11497,71,1420,0.75853,5.9802,40.851,0.20555,-0.085282,0.67994,-1.1725,1.2452,71,1420,0.6805,2.0578,32.879,0.15709,9.5252,0.81123,7.115,10.482,71,1420,9.5592,6.1444,6487.8,0.3057,0.022445,0.035009,-0.057526,0.06955,71,1420,0.041378,5.0276,0.12156,0.040731,-0.026465,0.011796,-0.045197,0.0038452,71,1420,0.02894,5.9728,0.059466,0.0071395,-0.039941,0.011074,-0.055237,-0.01683,71,1420,0.041427,6.0903,0.12185,0.01391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.75235,0.47554,-1.5429,0.14384,38,760,0.88669,4.883,29.876,0.46272,-0.27171,0.74616,-1.419,1.2452,38,760,0.78481,3.5221,23.405,0.38816,10.352,2.2695,4.9753,13.792,38,760,10.591,5.2109,4262.5,1.8348,-0.08011,0.08109,-0.21021,0.056442,38,760,0.11323,4.4092,0.48717,0.052457,0.05077,0.069721,-0.10115,0.15771,38,760,0.085503,4.2991,0.27781,0.064208,-0.039757,0.0089847,-0.051834,-0.027008,38,760,0.040733,5.2114,0.06305,0.0094625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.73337,1.1744,-2.5449,1.2132,73,1460,1.3778,4.5665,138.57,0.99399,-0.41269,1.3167,-2.3535,2.6314,73,1460,1.3712,4.88,137.26,1.2237,9.7196,2.8959,3.5619,15.235,73,1460,10.136,6.1197,7500.2,2.4914,-0.060236,0.10537,-0.28368,0.056442,73,1460,0.12075,4.2374,1.0643,0.13405,0.045926,0.085983,-0.10115,0.2021,73,1460,0.096959,4.7662,0.68627,0.048115,-0.022656,0.01967,-0.03978,0.017883,73,1460,0.029915,5.469,0.065327,0.012634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-1.5081,0.52363,-2.2223,-0.50993,33,660,1.5938,4.9461,83.831,0.45247,-0.60893,0.91534,-1.5117,1.4388,33,660,1.0878,4.1913,39.048,0.48768,11.578,1.6742,8.7414,14.579,33,660,11.695,5.0296,4513.4,0.92619,0.1325,0.057609,0.015732,0.20151,33,660,0.14414,4.8811,0.68558,0.029217,-0.079515,0.078964,-0.18069,0.094742,33,660,0.11122,4.4528,0.40817,0.065037,-0.025112,0.012262,-0.037933,-0.00068665,33,660,0.027864,4.8123,0.025622,0.009996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-1.5081,0.52363,-2.2223,-0.50993,33,660,1.5938,4.9461,83.831,0.45247,-0.60893,0.91534,-1.5117,1.4388,33,660,1.0878,4.1913,39.048,0.48768,11.578,1.6742,8.7414,14.579,33,660,11.695,5.0296,4513.4,0.92619,0.1325,0.057609,0.015732,0.20151,33,660,0.14414,4.8811,0.68558,0.029217,-0.079515,0.078964,-0.18069,0.094742,33,660,0.11122,4.4528,0.40817,0.065037,-0.025112,0.012262,-0.037933,-0.00068665,33,660,0.027864,4.8123,0.025622,0.009996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.31093,0.713,-1.2084,1.3466,60,1200,0.77238,4.7846,35.795,0.43487,0.45149,1.3591,-1.2992,3.1298,60,1200,1.4213,2.9044,121.21,0.97048,8.4138,1.8521,4.2254,11.326,60,1200,8.6119,5.8707,4449.9,1.4625,-0.01109,0.13477,-0.18071,0.24329,60,1200,0.1341,4.8197,1.079,0.099438,-0.071494,0.1261,-0.26956,0.18463,60,1200,0.14404,4.6241,1.2448,0.053559,-0.0057747,0.016566,-0.026367,0.028,60,1200,0.017413,4.6822,0.018193,0.010801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.31093,0.713,-1.2084,1.3466,60,1200,0.77238,4.7846,35.795,0.43487,0.45149,1.3591,-1.2992,3.1298,60,1200,1.4213,2.9044,121.21,0.97048,8.4138,1.8521,4.2254,11.326,60,1200,8.6119,5.8707,4449.9,1.4625,-0.01109,0.13477,-0.18071,0.24329,60,1200,0.1341,4.8197,1.079,0.099438,-0.071494,0.1261,-0.26956,0.18463,60,1200,0.14404,4.6241,1.2448,0.053559,-0.0057747,0.016566,-0.026367,0.028,60,1200,0.017413,4.6822,0.018193,0.010801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-1.0885,0.70427,-2.019,0.00067139,36,720,1.2911,4.7896,60.011,0.76329,-0.044781,1.0661,-1.3283,1.6109,36,720,1.0521,4.8292,39.849,0.86532,10.134,1.1619,8.2367,11.417,36,720,10.198,5.1605,3744.1,1.117,-0.0078167,0.043912,-0.095093,0.04747,36,720,0.043997,1.389,0.069688,0.041242,0.014955,0.11335,-0.20024,0.14233,36,720,0.11277,4.7373,0.45778,0.063145,-0.025268,0.027278,-0.068832,0.020645,36,720,0.036903,4.2961,0.049027,0.0044378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-1.0885,0.70427,-2.019,0.00067139,36,720,1.2911,4.7896,60.011,0.76329,-0.044781,1.0661,-1.3283,1.6109,36,720,1.0521,4.8292,39.849,0.86532,10.134,1.1619,8.2367,11.417,36,720,10.198,5.1605,3744.1,1.117,-0.0078167,0.043912,-0.095093,0.04747,36,720,0.043997,1.389,0.069688,0.041242,0.014955,0.11335,-0.20024,0.14233,36,720,0.11277,4.7373,0.45778,0.063145,-0.025268,0.027278,-0.068832,0.020645,36,720,0.036903,4.2961,0.049027,0.0044378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.52385,1.2274,-2.0249,2.7423,87,1740,1.328,5.3357,153.44,0.84053,-0.40917,0.88433,-2.3851,1.1193,87,1740,0.96978,4.474,81.821,0.72635,10.028,1.3735,7.5679,13.235,87,1740,10.121,6.4295,8911.5,0.69963,0.042472,0.098965,-0.14667,0.16245,87,1740,0.10717,4.9537,0.99923,0.071087,0.0015262,0.13136,-0.22981,0.22,87,1740,0.13061,10.055,1.4841,0.11452,0.00094254,0.044992,-0.068832,0.087082,87,1740,0.044743,-11.756,0.17417,0.053082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.52385,1.2274,-2.0249,2.7423,87,1740,1.328,5.3357,153.44,0.84053,-0.40917,0.88433,-2.3851,1.1193,87,1740,0.96978,4.474,81.821,0.72635,10.028,1.3735,7.5679,13.235,87,1740,10.121,6.4295,8911.5,0.69963,0.042472,0.098965,-0.14667,0.16245,87,1740,0.10717,4.9537,0.99923,0.071087,0.0015262,0.13136,-0.22981,0.22,87,1740,0.13061,10.055,1.4841,0.11452,0.00094254,0.044992,-0.068832,0.087082,87,1740,0.044743,-11.756,0.17417,0.053082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.19565,1.0039,-2.517,1.1854,50,1000,1.0129,1.6362,51.297,0.92447,-0.41459,0.39205,-0.87915,0.52835,50,1000,0.5679,5.0436,16.126,0.31592,9.6276,1.2212,7.4334,11.25,50,1000,9.7032,5.6323,4707.6,0.96131,0.12473,0.057235,-0.0040741,0.18288,50,1000,0.137,5.4629,0.93844,0.032313,0.059513,0.037701,-0.0027771,0.11397,50,1000,0.070248,5.2981,0.24674,0.022793,-0.020771,0.016161,-0.04863,0.010406,50,1000,0.026218,5.1095,0.03437,0.015349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.19565,1.0039,-2.517,1.1854,50,1000,1.0129,1.6362,51.297,0.92447,-0.41459,0.39205,-0.87915,0.52835,50,1000,0.5679,5.0436,16.126,0.31592,9.6276,1.2212,7.4334,11.25,50,1000,9.7032,5.6323,4707.6,0.96131,0.12473,0.057235,-0.0040741,0.18288,50,1000,0.137,5.4629,0.93844,0.032313,0.059513,0.037701,-0.0027771,0.11397,50,1000,0.070248,5.2981,0.24674,0.022793,-0.020771,0.016161,-0.04863,0.010406,50,1000,0.026218,5.1095,0.03437,0.015349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-1.1083,0.96291,-2.9961,1.1854,51,1020,1.4619,5.1654,109,0.50737,1.2218,0.52081,-0.38243,2.0594,51,1020,1.3261,5.5184,89.692,0.4619,10.307,2.0515,6.5752,14.016,51,1020,10.505,5.6436,5628.6,1.5075,-0.024971,0.12666,-0.23599,0.17821,51,1020,0.12787,1.5311,0.83393,0.058172,-5.30E-05,0.12218,-0.14775,0.22957,51,1020,0.12097,767.7,0.74638,0.08201,-0.012534,0.015071,-0.047028,0.019012,51,1020,0.019488,4.8789,0.019368,0.012956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-1.1083,0.96291,-2.9961,1.1854,51,1020,1.4619,5.1654,109,0.50737,1.2218,0.52081,-0.38243,2.0594,51,1020,1.3261,5.5184,89.692,0.4619,10.307,2.0515,6.5752,14.016,51,1020,10.505,5.6436,5628.6,1.5075,-0.024971,0.12666,-0.23599,0.17821,51,1020,0.12787,1.5311,0.83393,0.058172,-5.30E-05,0.12218,-0.14775,0.22957,51,1020,0.12097,767.7,0.74638,0.08201,-0.012534,0.015071,-0.047028,0.019012,51,1020,0.019488,4.8789,0.019368,0.012956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.59202,0.55159,-1.6445,0.8636,99,1980,0.80726,6.034,64.515,0.31757,0.52163,0.84475,-0.59367,2.3785,99,1980,0.98919,4.9294,96.871,0.67141,9.3603,0.79856,7.8178,10.585,99,1980,9.394,6.6241,8736.4,0.42963,-0.024817,0.049867,-0.10307,0.1261,99,1980,0.055475,5.3939,0.30467,0.046161,-0.017364,0.06074,-0.10603,0.096939,99,1980,0.062877,4.6692,0.3914,0.05188,-0.0070069,0.019549,-0.052063,0.022568,99,1980,0.020674,4.0178,0.042314,0.017733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
